"ticker","nombre_empresa","sector","industria","fecha_consulta","market_cap","enterprise_value"
"CLST","Catalyst Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"49540110.0",NULL
"CLVRW","Clever Leaves Holdings Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",NULL,"702.0",NULL
"CLVT","Clarivate Plc","Technology","Information Technology Services",NULL,"2855303660.0",NULL
"CLVT-PA","Clarivate Plc","Technology","Information Technology Services",NULL,"755509172.0",NULL
"CLW","Clearwater Paper Corporation","Basic Materials","Paper, Lumber & Forest Products",NULL,"477591154.0",NULL
"CLWT","Euro Tech Holdings Company Limited","Industrials","Industrial - Pollution & Treatment Controls",NULL,"8683198.0",NULL
"CLX","The Clorox Company","Consumer Defensive","Household & Personal Products","2025-05-31","16254605640.0",NULL
"CLX.L","Calnex Solutions plc","Technology","Communication Equipment",NULL,"43506342.0",NULL
"CLXRX","Columbia Large Cap Index Fund Institutional 2 Class","Financial Services","Asset Management",NULL,"2972677268.0",NULL
"CLXT","Calyxt, Inc.","Consumer Defensive","Packaged Foods","2025-05-31","31334247.0",NULL
"CLYM","Climb Bio, Inc.","Healthcare","Biotechnology",NULL,"86497024.0",NULL
"CM","Canadian Imperial Bank of Commerce","Financial Services","Banks - Diversified","2025-06-01","63866861120.0",NULL
"CM.TO","Canadian Imperial Bank of Commerce","Financial Services","Banks - Diversified","2025-06-01","87828684640.0",NULL
"CMA","Comerica Incorporated","Financial Services","Banks - Regional",NULL,"7552305110.0",NULL
"CMAX","CareMax, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"1608010.0",NULL
"CMAXW","CareMax, Inc.","Healthcare","Medical - Healthcare Information Services",NULL,"36386.0",NULL
"CMB.L","Cambria Africa plc","Financial Services","Asset Management",NULL,"2450592.0",NULL
"CMB.MI","Cembre S.p.A.","Industrials","Electrical Equipment & Parts",NULL,"923141249.0",NULL
"CMBM","Cambium Networks Corporation","Technology","Communication Equipment",NULL,"9888154.0",NULL
"CMBT","Cmb.Tech NV","Industrials","Marine Shipping",NULL,"1722705872.0",NULL
"CMC","Commercial Metals Company","Basic Materials","Steel",NULL,"5532076956.0",NULL
"CMCA","Capitalworks Emerging Markets Acquisition Corp","Financial Services","Shell Companies",NULL,"76927117.0",NULL
"CMCAW","Capitalworks Emerging Markets Acquisition Corp","Financial Services","Shell Companies",NULL,"76927117.0",NULL
"CMCL","Caledonia Mining Corporation Plc","Basic Materials","Gold",NULL,"372196692.0",NULL
"CMCL.L","Caledonia Mining Corporation Plc","Basic Materials","Gold",NULL,"273021420.0",NULL
"CMCM","Cheetah Mobile Inc.","Communication Services","Internet Content & Information",NULL,"2688076.0",NULL
"CMCO","Columbus McKinnon Corporation","Industrials","Agricultural - Machinery",NULL,"396043454.0",NULL
"CMCSA","Comcast Corporation","Communication Services","Telecommunications Services",NULL,"128226271800.0",NULL
"CMCT","Creative Media & Community Trust Corporation","Real Estate","REIT - Office",NULL,"6210416.0",NULL
"CMCX.L","CMC Markets plc","Financial Services","Financial - Capital Markets",NULL,"694585555.0",NULL
"CMDB","Costamare Bulkers Holdings Ltd","Industrials","Marine Shipping",NULL,"222189966.0",NULL
"CMDT","PIMCO ETF Trust - PIMCO Commodity Strategy Active Exchange-Traded Fund","Financial Services","Asset Management",NULL,"401328548.0",NULL
"CME","CME Group Inc.","Financial Services","Financial - Data & Stock Exchanges","2025-06-01","104142884000.0",NULL
"CMET.L","Capital Metals plc","Basic Materials","Industrial Materials",NULL,"14151563.0",NULL
"CMG","Chipotle Mexican Grill, Inc.","Consumer Cyclical","Restaurants","2025-05-31","67475788800.0",NULL
"CMH.L","Chamberlin plc","Industrials","Industrial - Machinery",NULL,"2116377.0",NULL
"CMHY.L","Invesco Bond Income Plus Limited","Financial Services","Asset Management - Income",NULL,"321932639.0",NULL
"CMI","Cummins Inc.","Industrials","Industrial - Machinery",NULL,"43427263750.0",NULL
"CMICABLES.NS","CMI Limited","Industrials","Electrical Equipment & Parts",NULL,"52249650.0",NULL
"CMJAX","Calvert US Mid Cap Core Rspnb Idx A","","",NULL,"445013416.0",NULL
"CML.L","CML Microsystems plc","Technology","Semiconductors",NULL,"37416465.0",NULL
"CML.MI","Comal S.p.A.","Industrials","Industrial - Machinery",NULL,"66513456.0",NULL
"CMLFU","CM Life Sciences, Inc.","Financial Services","Shell Companies",NULL,"10311794688.0",NULL
"CMLS","Cumulus Media Inc.","Communication Services","Broadcasting",NULL,"2226640.0",NULL
"CMMB","Chemomab Therapeutics Ltd.","Healthcare","Biotechnology",NULL,"1150632.0",NULL
"CMND","Clearmind Medicine Inc.","Healthcare","Biotechnology",NULL,"4396917.0",NULL
"CMO.L","CMO Group PLC","Consumer Cyclical","Home Improvement",NULL,"3958333.0",NULL
"CMOCTEZ.MX","Corporación Moctezuma, S.A.B. de C.V.","Basic Materials","Construction Materials",NULL,"70773262260.0",NULL
"CMOP.L","Invesco Bloomberg Commodity UCITS ETF","Financial Services","Asset Management",NULL,"31312363.0",NULL
"CMP","Compass Minerals International, Inc.","Basic Materials","Industrial Materials",NULL,"841150305.0",NULL
"CMPI.L","CT Global Managed Portfolio Income Ord","Financial Services","Asset Management - Income",NULL,"101042472.0",NULL
"CMPO","CompoSecure, Inc.","Industrials","Manufacturing - Metal Fabrication",NULL,"1380300515.0",NULL
"CMPOW","CompoSecure, Inc.","Industrials","Manufacturing - Metal Fabrication",NULL,"1454469083.0",NULL
"CMPR","Cimpress plc","Communication Services","Advertising Agencies",NULL,"1091930532.0",NULL
"CMPS","COMPASS Pathways plc","Healthcare","Medical - Care Facilities",NULL,"419674434.0",NULL
"CMPX","Compass Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"333262030.0",NULL
"CMRAW","Comera Life Sciences Holdings, Inc.","Healthcare","Biotechnology",NULL,"6148.0",NULL
"CMRB.MX","CMR, S.A.B. de C.V.","Consumer Cyclical","Restaurants",NULL,"887340629.0",NULL
"CMRE","Costamare Inc.","Industrials","Marine Shipping",NULL,"1026866160.0",NULL
"CMRE-PB","Costamare Inc.","Industrials","Marine Shipping",NULL,"1050504824.0",NULL
"CMRE-PC","Costamare Inc.","Industrials","Marine Shipping",NULL,"1052114589.0",NULL
"CMRE-PD","Costamare Inc.","Industrials","Marine Shipping",NULL,"1051116496.0",NULL
"CMRE-PE","Costamare Inc.","Industrials","Marine Shipping",NULL,"983081379.0",NULL
"CMRS.L","Caerus Mineral Resources Plc","Basic Materials","Other Precious Metals",NULL,"1624692.0",NULL
"CMRX","Chimerix, Inc.","Healthcare","Biotechnology",NULL,"801084452.0",NULL
"CMS","CMS Energy Corporation","Utilities","Regulated Electric",NULL,"20741258160.0",NULL
"CMS-PB","Consumers Energy Company","Utilities","Regulated Electric",NULL,"6308151589.0",NULL
"CMS-PC","CMS Energy Corporation","Utilities","Regulated Electric",NULL,"5076134280.0",NULL
"CMSA","CMS Energy Corporation 5.6% JRSUB NT 78","Utilities","Regulated Electric",NULL,"20854908117.0",NULL
"CMSC","CMS Energy Corporation 5.875% J","Utilities","Regulated Electric",NULL,"20854908108.0",NULL
"CMSD","CMS Energy Corporation 5.875% J","Utilities","Regulated Electric",NULL,"20741239643.0",NULL
"CMSINFO.NS","CMS Info Systems Limited","Industrials","Specialty Business Services",NULL,"80736107648.0",NULL
"CMT","Core Molding Technologies, Inc.","Basic Materials","Chemicals - Specialty",NULL,"144052481.0",NULL
"CMTG","Claros Mortgage Trust, Inc.","Real Estate","REIT - Mortgage",NULL,"352276520.0",NULL
"CMTL","Comtech Telecommunications Corp.","Technology","Communication Equipment",NULL,"63095190.0",NULL
"CMU","MFS High Yield Municipal Trust","Financial Services","Asset Management",NULL,"85400880.0",NULL
"CMX.L","Catalyst Media Group plc","Consumer Cyclical","Gambling, Resorts & Casinos",NULL,"13145000.0",NULL
"CNA","CNA Financial Corporation","Financial Services","Insurance - Property & Casualty",NULL,"12735471320.0",NULL
"CNA.L","Centrica plc","Utilities","Independent Power Producers",NULL,"8102493480.0",NULL
"CNAL.L","Lyxor MSCI China A (DR) UCITS ETF","Financial Services","Asset Management",NULL,"630014978146.0",NULL
"CNC","Centene Corporation","Healthcare","Medical - Healthcare Plans",NULL,"27557254140.0",NULL
"CNC.L","Concurrent Technologies Plc","Technology","Computer Hardware",NULL,"170190664.0",NULL
"CNCK","Coincheck Group N.V.","Financial Services","Asset Management - Cryptocurrency",NULL,"651456354.0",NULL
"CNDA-UN","Concord Acquisition Corp II","Financial Services","Shell Companies",NULL,"96628760.0",NULL
"CNDA-WT","Concord Acquisition Corp II WT","","",NULL,"1381720.0",NULL
"CNDB","Concord Acquisition Corp III","Financial Services","Shell Companies",NULL,"82686912.0",NULL
"CNDB-UN","Concord Acquisition Corp III","Financial Services","Shell Companies",NULL,"82686912.0",NULL
"CNDB-WT","Concord Acquisition Corp III WT","Financial Services","Shell Companies",NULL,"82686912.0",NULL
"CNDT","Conduent Incorporated","Technology","Information Technology Services",NULL,"381918800.0",NULL
"CNE.L","Capricorn Energy PLC","Energy","Oil & Gas Exploration & Production",NULL,"157066733.0",NULL
"CNET","ZW Data Action Technologies Inc.","Communication Services","Advertising Agencies",NULL,"2881115.0",NULL
"CNEY","CN Energy Group. Inc.","Basic Materials","Chemicals - Specialty",NULL,"8623650.0",NULL
"CNF","CNFinance Holdings Limited","Financial Services","Financial - Mortgages",NULL,"1611681.0",NULL
"CNF.MI","Conafi S.p.A.","Financial Services","Financial - Credit Services",NULL,"5319619.0",NULL
"CNFR","Conifer Holdings, Inc.","Financial Services","Insurance - Property & Casualty",NULL,"9411633.0",NULL
"CNFRZ","Conifer Holdings, Inc.","Financial Services","Insurance - Property & Casualty",NULL,"237124260.0",NULL
"CNG.L","China Nonferrous Gold Limited","Basic Materials","Gold",NULL,"4971096.0",NULL
"CNGLW","Canna-Global Acquisition Corp","Financial Services","Shell Companies",NULL,"90717128.0",NULL
"CNGLX","Commonwealth Global Fund","Financial Services","Asset Management - Global",NULL,"15807060.0",NULL
"CNH","CNH Industrial N.V.","Industrials","Agricultural - Machinery",NULL,"15449201950.0",NULL
"CNHI","CNH Industrial N.V.","Industrials","Agricultural - Machinery",NULL,"14398145267.0",NULL
"CNHI.MI","CNH Industrial N.V.","Industrials","Agricultural - Machinery",NULL,"14273477955.0",NULL
"CNI","Canadian National Railway Company","Industrials","Railroads",NULL,"65391775000.0",NULL
"CNIC.L","CentralNic Group Plc","Communication Services","Internet Content & Information",NULL,"357467264.0",NULL
"CNK","Cinemark Holdings, Inc.","Communication Services","Entertainment",NULL,"3729264100.0",NULL
"CNKS.L","Cenkos Securities plc","Financial Services","Financial - Capital Markets",NULL,"16656876.0",NULL
"CNL","Collective Mining Ltd.","Basic Materials","Gold",NULL,"974896626.0",NULL
"CNM","Core & Main, Inc.","Industrials","Industrial - Distribution",NULL,"10074451950.0",NULL
"CNMD","CONMED Corporation","Healthcare","Medical - Devices",NULL,"1700766303.0",NULL
"CNN.L","Caledonian Trust PLC","Real Estate","Real Estate - Services",NULL,"7659340.0",NULL
"CNNE","Cannae Holdings, Inc.","Consumer Cyclical","Restaurants","2025-05-31","1171555700.0",NULL
"CNO","CNO Financial Group, Inc.","Financial Services","Insurance - Life",NULL,"3732673710.0",NULL
"CNO-PA","CNO Financial Group, Inc. 5.125","Financial Services","Insurance - Diversified",NULL,"3752007232.0",NULL
"CNOB","ConnectOne Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"1138183622.0",NULL
"CNOBP","ConnectOne Bancorp, Inc.","Financial Services","Banks - Regional",NULL,"1138068147.0",NULL
"CNOVAPETRO.NS","CIL Nova Petrochemicals Limited","Industrials","Manufacturing - Textiles",NULL,"434955000.0",NULL
"CNP","CenterPoint Energy, Inc.","Utilities","General Utilities",NULL,"24039972240.0",NULL
"CNQ","Canadian Natural Resources Limited","Energy","Oil & Gas Exploration & Production",NULL,"64870747200.0",NULL
"CNR","Core Natural Resources, Inc.","Energy","Coal",NULL,"3475566600.0",NULL
"CNR.L","Condor Gold Plc","Basic Materials","Gold",NULL,"65862849.0",NULL
"CNS","Cohen & Steers, Inc.","Financial Services","Asset Management",NULL,"3861164608.0",NULL
"CNS.L","Corero Network Security plc","Technology","Software - Infrastructure",NULL,"76824300.0",NULL
"CNSL","Consolidated Communications Holdings, Inc.","Communication Services","Telecommunications Services",NULL,"549691520.0",NULL
"CNSL.L","Cambridge Nutritional Sciences plc","Healthcare","Medical - Instruments & Supplies",NULL,"7876178.0",NULL
"CNSP","CNS Pharmaceuticals, Inc.","Healthcare","Biotechnology",NULL,"4861136.0",NULL
"CNT.TO","Century Global Commodities Corporation","Consumer Defensive","Food Distribution","2025-05-31","4728200.0",NULL
"CNTA","Centessa Pharmaceuticals plc","Healthcare","Biotechnology",NULL,"1607997360.0",NULL
"CNTB","Connect Biopharma Holdings Limited","Healthcare","Biotechnology",NULL,"47049200.0",NULL
"CNTG","Centogene N.V.","Healthcare","Medical - Diagnostics & Research",NULL,"9425033.0",NULL
"CNTM","ConnectM Technology Solutions, Inc.","Technology","Software - Application",NULL,"8095140.0",NULL
"CNTQ","Chardan NexTech Acquisition 2 Corp.","Financial Services","Shell Companies",NULL,"605817800.0",NULL
"CNTX","Context Therapeutics Inc.","Healthcare","Biotechnology",NULL,"58540961.0",NULL
"CNTY","Century Casinos, Inc.","Consumer Cyclical","Gambling, Resorts & Casinos","2025-06-01","60751548.0",NULL
"CNV.PA","Cnova N.V.","Consumer Cyclical","Specialty Retail","2025-06-01","32173572.0",NULL
"CNVS","Cineverse Corp.","Communication Services","Entertainment",NULL,"60228710.0",NULL
"CNX","CNX Resources Corporation","Energy","Oil & Gas Exploration & Production",NULL,"4509568680.0",NULL
"CNXA","Connexa Sports Technologies Inc.","Consumer Cyclical","Leisure","2025-05-31","277086000.0",NULL
"CNXC","Concentrix Corporation","Technology","Information Technology Services",NULL,"3496343955.0",NULL
"CNXN","PC Connection, Inc.","Technology","Technology Distributors",NULL,"1636341596.0",NULL
"CNY","Market Vectors Chinese Renminbi/USD ETN","Financial Services","Asset Management - Global",NULL,"7632815.0",NULL
"CO","Global Cord Blood Corporation","Healthcare","Medical - Diagnostics & Research",NULL,"400084454.0",NULL
"CO.PA","Casino, Guichard-Perrachon S.A.","Consumer Defensive","Grocery Stores","2025-05-31","206471458.0",NULL
"COA.L","Coats Group plc","Consumer Cyclical","Apparel - Manufacturers",NULL,"1209014311.0",NULL
"COALINDIA.NS","Coal India Limited","Energy","Coal",NULL,"2412708795000.0",NULL
"COASTCORP.NS","Coastal Corporation Limited","Consumer Defensive","Packaged Foods",NULL,"2691813668.0",NULL
"COBR.L","Cobra Resources plc","Basic Materials","Other Precious Metals",NULL,"13167960.0",NULL
"COCH","Envoy Medical, Inc.","Healthcare","Medical - Devices",NULL,"30710304.0",NULL
"COCHINSHIP.NS","Cochin Shipyard Limited","Industrials","Aerospace & Defense",NULL,"571017310500.0",NULL
"COCHW","Envoy Medical, Inc.","Healthcare","Medical - Specialties",NULL,"20258345.0",NULL
"COCO","The Vita Coco Company, Inc.","Consumer Defensive","Beverages - Non-Alcoholic","2025-05-31","2019147756.0",NULL
"COCP","Cocrystal Pharma, Inc.","Healthcare","Biotechnology",NULL,"15667652.0",NULL
"COD.L","Compagnie de Saint-Gobain S.A.","Industrials","Construction",NULL,"46782224295.0",NULL
"CODA","Coda Octopus Group, Inc.","Industrials","Aerospace & Defense",NULL,"82654272.0",NULL
"CODE.L","Northcoders Group PLC","Consumer Defensive","Education & Training Services",NULL,"4606595.0",NULL
"CODI","Compass Diversified","Industrials","Conglomerates",NULL,"483617008.0",NULL
"CODI-PA","Compass Diversified","Industrials","Conglomerates",NULL,"504536613.0",NULL
"CODI-PB","Compass Diversified","Industrials","Conglomerates",NULL,"556791510.0",NULL
"CODI-PC","Compass Diversified","Industrials","Conglomerates",NULL,"1347476760.0",NULL
"CODX","Co-Diagnostics, Inc.","Healthcare","Medical - Devices",NULL,"9810338.0",NULL
"CODX.L","Codex Acquisitions plc","Utilities","Renewable Utilities",NULL,"467500.0",NULL
"COE","China Online Education Group","Consumer Defensive","Education & Training Services","2025-05-31","1933609.0",NULL
"COEP","Coeptis Therapeutics, Inc.","Healthcare","Biotechnology",NULL,"29516256.0",NULL
"COEPW","Coeptis Therapeutics Holdings, Inc.","Healthcare","Biotechnology",NULL,"73446.0",NULL
"COF","Capital One Financial Corporation","Financial Services","Financial - Credit Services","2025-06-01","121082102700.0",NULL
"COF-PI","Capital One Financial Corporation","Financial Services","Financial - Credit Services",NULL,"128122824373.0",NULL
"COF-PJ","Capital One Financial Corporation","Financial Services","Financial - Credit Services",NULL,"126766039338.0",NULL
"COF-PK","Capital One Financial Corporation","Financial Services","Financial - Credit Services",NULL,"127012826090.0",NULL
"COF-PL","Capital One Financial Corporation","Financial Services","Financial - Credit Services",NULL,"127225161489.0",NULL
"COF-PN","Capital One Financial Corporation","Financial Services","Financial - Credit Services",NULL,"126681801077.0",NULL
"COFFEEDAY.NS","Coffee Day Enterprises Limited","Consumer Cyclical","Restaurants",NULL,"7520571200.0",NULL
"COFORGE.NS","Coforge Limited","Technology","Information Technology Services",NULL,"597786475000.0",NULL
"COFS","ChoiceOne Financial Services, Inc.","Financial Services","Banks - Regional",NULL,"430124332.0",NULL
"COG","Cabot Oil & Gas Corporation","Energy","Oil & Gas Exploration & Production",NULL,"17093762928.0",NULL
"COG.L","Cambridge Cognition Holdings Plc","Healthcare","Medical - Healthcare Information Services",NULL,"15699308.0",NULL
